PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,8786,3100,2198,1014,3963,648,684,860,1253,816,,,16884,6438
OTHER ACCOMODATION FACILITIES,,1204,,,,,,90,120,,,,,1294,
"HELLENIC POLICE
FACILITIES",P.D.C.,79,210,,,,,,,143,500,,,222,710
,DETENTION FACILITIES,4,40,13,18,10,24,4,6,1,36,20,63,52,187
U.N.H.C.R.,,622,677,221,250,215,227,103,116,169,189,60,105,1390,1564
N.C.S.S.,,145,160,18,18,8,12,,,,,,,171,190
OTHER N.G.O.s,,87,,,,,,,,,,,,87,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,10,,10,
MIGRANTS PRESENT ON THE ISLAND,,10927,,2450,,4196,,881,,1566,,90,,20110,
ARRIVALS,,210,,0,,0,,0,,16,,13,,239,
TRANSPORTSTO THE MAINLAND,,0,,2,,2,,6,,0,,0,,10,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (I.O.M.),,17,,0,,0,,7,,3,,0,,27,
TOTAL DEPARTURES FROM THE ISLAND,,17,,0,,0,,7,,3,,0,,27,
