PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7502,3100,2104,1014,3550,648,792,860,945,816,,,14893,6438
OTHER ACCOMODATION FACILITIES,,1177,,,,,,111,120,,,,,1288,
"HELLENIC POLICE
FACILITIES",P.D.C.,118,210,,,,,,,101,500,,,219,710
,DETENTION FACILITIES,5,40,15,18,14,24,1,6,4,36,32,63,71,187
U.N.H.C.R.,,600,681,189,244,245,240,111,116,171,189,61,105,1377,1575
N.C.S.S.,,161,168,18,18,11,12,,,,,,,190,198
OTHER N.G.O.s,,75,,,,,,,,,,,,75,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9638,,2326,,3820,,1015,,1221,,93,,18113,
ARRIVALS,,0,,0,,9,,0,,19,,30,,58,
TRANSPORTSTO THE MAINLAND,,98,,16,,7,,3,,1,,1,,126,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
