PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7533,3100,2044,1014,3597,648,792,860,958,816,,,14924,6438
OTHER ACCOMODATION FACILITIES,,1181,,,,,,106,120,,,,,1287,
"HELLENIC POLICE
FACILITIES",P.D.C.,117,210,,,,,,,96,500,,,213,710
,DETENTION FACILITIES,5,40,34,18,12,24,1,6,3,36,32,63,87,187
U.N.H.C.R.,,604,679,206,250,214,227,90,116,151,189,65,105,1330,1566
N.C.S.S.,,160,168,17,18,11,12,,,,,,,188,198
OTHER N.G.O.s,,75,,,,,,,,,,,,75,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9675,,2301,,3834,,989,,1208,,97,,18104,
ARRIVALS,,22,,0,,0,,0,,0,,0,,22,
TRANSPORTSTO THE MAINLAND,,0,,0,,0,,1,,0,,0,,1,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,2,,0,,0,,0,,0,,2,
TOTAL DEPARTURES FROM THE ISLAND,,0,,2,,0,,0,,0,,0,,2,
