PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7656,3100,2105,1014,3585,648,803,860,982,816,,,15131,6438
OTHER ACCOMODATION FACILITIES,,1211,,,,,,111,120,,,,,1322,
"HELLENIC POLICE
FACILITIES",P.D.C.,110,210,,,,,,,102,500,,,212,710
,DETENTION FACILITIES,3,40,17,18,15,24,1,6,0,36,46,63,82,187
U.N.H.C.R.,,602,681,195,244,227,240,111,116,154,189,61,105,1350,1575
N.C.S.S.,,159,168,18,18,11,12,,,,,,,188,198
OTHER N.G.O.s,,80,,,,,,,,,,,,80,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9821,,2335,,3838,,1026,,1238,,107,,18365,
ARRIVALS,,51,,0,,45,,0,,17,,0,,113,
TRANSPORTSTO THE MAINLAND,,0,,33,,4,,0,,0,,0,,37,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (I.O.M.),,17,,0,,0,,0,,0,,0,,17,
TOTAL DEPARTURES FROM THE ISLAND,,17,,0,,0,,0,,0,,0,,17,
