PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,5096,3000,1272,1014,2445,648,562,860,790,770,,,10165,6292
OTHER ACCOMODATION FACILITIES,,1167,,,,,,89,120,,,,,1256,
"HELLENIC POLICE
FACILITIES",P.D.C.,117,210,,,,,,,71,500,,,188,710
,DETENTION FACILITIES,9,40,12,18,16,24,3,6,1,35,30,68,71,191
U.N.H.C.R.,,482,567,212,273,176,235,90,116,138,161,69,99,1167,1451
N.C.S.S.,,175,180,16,18,12,12,,,,,,,203,210
OTHER N.G.O.s,,84,,,,,,,,,,,,84,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,27,,27,
MIGRANTS PRESENT ON THE ISLAND,,7130,,1512,,2649,,744,,1000,,126,,13161,
ARRIVALS,,0,,58,,0,,0,,0,,0,,58,
TRANSPORTSTO THE MAINLAND,,38,,10,,1,,0,,0,,0,,49,
DEPARTURES (EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
