PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,6609,3000,1431,1014,2865,648,634,860,878,816,,,12417,6338
OTHER ACCOMODATION FACILITIES,,1221,,,,,,95,120,,,,,1316,
"HELLENIC POLICE
FACILITIES",P.D.C.,125,210,,,,,,,74,500,,,199,710
,DETENTION FACILITIES,2,40,16,18,11,24,0,6,2,35,26,63,57,186
U.N.H.C.R.,,553,603,187,236,205,245,102,116,146,161,62,103,1255,1464
N.C.S.S.,,175,180,19,18,10,10,,,,,,,204,208
OTHER N.G.O.s,,84,,,,,,,,,,,,84,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,8769,,1653,,3091,,831,,1100,,88,,15532,
ARRIVALS,,0,,0,,0,,0,,0,,0,,0,
TRANSPORTSTO THE MAINLAND,,32,,18,,0,,0,,0,,0,,50,
DEPARTURES (EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,5,,0,,0,,0,,0,,0,,5,
TOTAL DEPARTURES FROM THE ISLAND,,5,,0,,0,,0,,0,,0,,5,
