PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,8263,3100,2189,1014,3817,648,717,860,1239,816,,,16225,6438
OTHER ACCOMODATION FACILITIES,,1198,,,,,,90,120,,,,,1288,
"HELLENIC POLICE
FACILITIES",P.D.C.,113,210,,,,,,,75,500,,,188,710
,DETENTION FACILITIES,5,40,17,18,9,24,2,6,1,36,26,63,60,187
U.N.H.C.R.,,624,677,216,250,211,227,91,116,162,189,67,105,1371,1564
N.C.S.S.,,164,160,18,18,11,12,,,,,,,193,190
OTHER N.G.O.s,,87,,,,,,,,,,,,87,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,10454,,2440,,4048,,900,,1477,,93,,19412,
ARRIVALS,,76,,0,,3,,0,,0,,82,,161,
TRANSPORTSTO THE MAINLAND,,11,,34,,1,,7,,0,,5,,58,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
