PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,6123,2330,1967,894,2306,700,721,880,729,772,,,11846,5576
OTHER ACCOMODATION FACILITIES,,1140,,,,,,96,120,,,,,1236,
"HELLENIC POLICE
FACILITIES",P.D.C.,152,210,,,,,,,91,500,,,243,710
,DETENTION FACILITIES,4,40,19,18,30,24,3,6,3,35,49,68,108,191
U.N.H.C.R.,,353,485,227,239,102,144,66,80,112,140,82,87,942,1175
N.C.S.S.,,164,180,13,18,15,15,,,,,,,192,213
OTHER N.G.O.s,,84,,,,,,,,,,,,84,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,3,,3,
MIGRANTS PRESENT ON THE ISLAND,,8020,,2226,,2453,,886,,935,,134,,14654,
ARRIVALS,,0,,0,,0,,0,,0,,0,,0,
TRANSPORTSTO THE MAINLAND,,9,,42,,0,,0,,0,,0,,51,
DEPARTURES (EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (I.O.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
