PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,6872,3000,1442,1014,3182,648,806,860,846,816,,,13148,6338
OTHER ACCOMODATION FACILITIES,,1217,,,,,,124,120,,,,,1341,
"HELLENIC POLICE
FACILITIES",P.D.C.,108,210,,,,,,,112,500,,,220,710
,DETENTION FACILITIES,2,40,23,18,11,24,4,6,3,36,42,63,85,187
U.N.H.C.R.,,546,661,221,248,252,245,81,116,168,189,75,105,1343,1564
N.C.S.S.,,147,157,16,18,8,12,,,,,,,171,187
OTHER N.G.O.s,,337,,,,,,,,,,,,337,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9229,,1702,,3453,,1015,,1129,,117,,16645,
ARRIVALS,,0,,0,,47,,0,,11,,0,,58,
TRANSPORTSTO THE MAINLAND,,103,,15,,3,,2,,16,,0,,139,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
