PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7626,3100,2045,1014,3595,648,792,860,978,816,,,15036,6438
OTHER ACCOMODATION FACILITIES,,1211,,,,,,111,120,,,,,1322,
"HELLENIC POLICE
FACILITIES",P.D.C.,113,210,,,,,,,95,500,,,208,710
,DETENTION FACILITIES,8,40,11,18,14,24,1,6,0,36,22,68,56,192
U.N.H.C.R.,,594,681,212,244,243,240,111,116,168,189,60,105,1388,1575
N.C.S.S.,,161,168,18,18,11,12,,,,,,,190,198
OTHER N.G.O.s,,80,,,,,,,,,,,,80,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9793,,2286,,3863,,1015,,1241,,82,,18280,
ARRIVALS,,41,,17,,35,,0,,0,,0,,93,
TRANSPORTSTO THE MAINLAND,,0,,0,,1,,10,,0,,0,,11,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,5,,0,,0,,0,,0,,0,,5,
TOTAL DEPARTURES FROM THE ISLAND,,5,,0,,0,,0,,0,,0,,5,
