PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7243,3000,1570,1014,3340,648,800,860,860,816,,,13813,6338
OTHER ACCOMODATION FACILITIES,,1207,,,,,,124,120,,,,,1331,
"HELLENIC POLICE
FACILITIES",P.D.C.,90,210,,,,,,,114,500,,,204,710
,DETENTION FACILITIES,3,40,19,18,6,24,0,6,1,36,42,63,71,187
U.N.H.C.R.,,574,661,208,248,259,245,85,116,170,189,75,105,1371,1564
N.C.S.S.,,174,198,18,18,4,12,,,,,,,196,228
OTHER N.G.O.s,,342,,,,,,,,,,,,342,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,24,,24,
MIGRANTS PRESENT ON THE ISLAND,,9633,,1815,,3609,,1009,,1145,,141,,17352,
ARRIVALS,,49,,0,,66,,0,,4,,0,,119,
TRANSPORTSTO THE MAINLAND,,2,,6,,0,,14,,6,,0,,28,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,11,,0,,0,,1,,3,,0,,15,
TOTAL DEPARTURES FROM THE ISLAND,,11,,0,,0,,1,,3,,0,,15,
