PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,5040,3000,1242,1014,2460,648,562,860,775,770,,,10079,6292
OTHER ACCOMODATION FACILITIES,,1207,,,,,,60,120,,,,,1267,
"HELLENIC POLICE
FACILITIES",P.D.C.,101,210,,,,,,,71,500,,,172,710
,DETENTION FACILITIES,4,40,17,18,19,24,8,6,0,35,19,63,67,186
U.N.H.C.R.,,491,567,222,251,173,231,85,116,115,130,71,99,1157,1394
N.C.S.S.,,163,180,19,18,12,12,,,,,,,194,210
OTHER N.G.O.s,,84,,,,,,,,,,,,84,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,7090,,1500,,2664,,715,,961,,90,,13020,
ARRIVALS,,0,,0,,0,,0,,0,,0,,0,
TRANSPORTSTO THE MAINLAND,,0,,1,,0,,0,,0,,0,,1,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (I.O.M.),,0,,3,,0,,0,,0,,0,,3,
TOTAL DEPARTURES FROM THE ISLAND,,0,,3,,0,,0,,0,,0,,3,
