PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,5769,3000,1234,1014,2568,648,642,860,896,816,,,11109,6338
OTHER ACCOMODATION FACILITIES,,1217,,,,,,89,120,,,,,1306,
"HELLENIC POLICE
FACILITIES",P.D.C.,128,210,,,,,,,67,500,,,195,710
,DETENTION FACILITIES,4,40,14,18,11,24,4,6,1,35,27,63,61,186
U.N.H.C.R.,,538,599,201,259,221,235,102,116,135,161,61,99,1258,1469
N.C.S.S.,,175,180,16,18,10,10,,,,,,,201,208
OTHER N.G.O.s,,84,,,,,,,,,,,,84,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,7915,,1465,,2810,,837,,1099,,88,,14214,
ARRIVALS,,94,,43,,103,,0,,3,,0,,243,
TRANSPORTSTO THE MAINLAND,,6,,2,,4,,0,,8,,0,,20,
DEPARTURES (EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,5,,4,,0,,0,,0,,0,,9,
TOTAL DEPARTURES FROM THE ISLAND,,5,,4,,0,,0,,0,,0,,9,
