PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,4913,3000,1303,894,2325,700,547,880,698,772,,,9786,6246
OTHER ACCOMODATION FACILITIES,,1126,,,,,,60,120,,,,,1186,
"HELLENIC POLICE
FACILITIES",P.D.C.,118,210,,,,,,,84,500,,,202,710
,DETENTION FACILITIES,6,40,24,18,17,24,4,6,0,35,16,63,67,186
U.N.H.C.R.,,465,557,209,251,168,170,85,116,114,130,72,95,1113,1319
N.C.S.S.,,157,170,15,18,10,10,,,,,,,182,198
OTHER N.G.O.s,,91,,,,,,,,,,,,91,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,6876,,1551,,2520,,696,,896,,88,,12627,
ARRIVALS,,0,,0,,0,,0,,0,,0,,0,
TRANSPORTSTO THE MAINLAND,,24,,6,,43,,4,,0,,1,,78,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
