PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7262,3000,1570,1014,2926,648,700,860,879,816,,,13337,6338
OTHER ACCOMODATION FACILITIES,,1161,,,,,,111,120,,,,,1272,
"HELLENIC POLICE
FACILITIES",P.D.C.,138,210,,,,,,,124,500,,,262,710
,DETENTION FACILITIES,1,40,19,18,10,24,3,6,1,35,29,63,63,186
U.N.H.C.R.,,537,621,209,248,238,245,83,116,145,189,65,101,1277,1520
N.C.S.S.,,176,180,18,18,8,8,,,,,,,202,206
OTHER N.G.O.s,,92,,,,,,,,,,,,92,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9367,,1816,,3182,,897,,1149,,94,,16505,
ARRIVALS,,0,,0,,0,,0,,0,,0,,0,
TRANSPORTSTO THE MAINLAND,,3,,0,,0,,0,,0,,0,,3,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
