PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7141,3000,1632,1014,3361,648,792,860,925,816,,,13851,6338
OTHER ACCOMODATION FACILITIES,,1207,,,,,,118,120,,,,,1325,
"HELLENIC POLICE
FACILITIES",P.D.C.,94,210,,,,,,,109,500,,,203,710
,DETENTION FACILITIES,3,40,24,18,8,24,0,6,2,36,36,63,73,187
U.N.H.C.R.,,601,661,212,248,230,245,95,116,164,189,75,105,1377,1564
N.C.S.S.,,177,198,18,19,5,12,,,,,,,200,229
OTHER N.G.O.s,,342,,,,,,,,,,,,342,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9565,,1886,,3604,,1005,,1200,,111,,17371,
ARRIVALS,,6,,36,,37,,0,,7,,0,,86,
TRANSPORTSTO THE MAINLAND,,34,,11,,0,,9,,2,,5,,61,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
