PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,5284,3000,1191,1014,2478,648,574,860,850,816,,,10377,6338
OTHER ACCOMODATION FACILITIES,,1200,,,,,,89,120,,,,,1289,
"HELLENIC POLICE
FACILITIES",P.D.C.,101,210,,,,,,,71,500,,,172,710
,DETENTION FACILITIES,2,40,13,18,11,24,4,6,0,35,27,68,57,191
U.N.H.C.R.,,509,599,204,259,216,235,103,116,142,161,65,99,1239,1469
N.C.S.S.,,176,180,16,18,12,12,,,,,,,204,210
OTHER N.G.O.s,,84,,,,,,,,,,,,84,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,7356,,1424,,2717,,770,,1063,,92,,13422,
ARRIVALS,,105,,0,,0,,32,,0,,0,,137,
TRANSPORTSTO THE MAINLAND,,19,,6,,2,,0,,10,,0,,37,
DEPARTURES (EU-TURKEY STATEMENT),,6,,0,,0,,0,,0,,0,,6,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,6,,0,,0,,0,,0,,0,,6,
