PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7835,3100,2024,1014,3580,648,745,860,1128,816,,,15312,6438
OTHER ACCOMODATION FACILITIES,,1193,,,,,,98,120,,,,,1291,
"HELLENIC POLICE
FACILITIES",P.D.C.,125,210,,,,,,,98,500,,,223,710
,DETENTION FACILITIES,8,40,27,18,12,24,6,6,3,36,30,68,86,192
U.N.H.C.R.,,618,677,205,250,218,227,103,116,163,189,68,105,1375,1564
N.C.S.S.,,164,168,17,18,11,12,,,,,,,192,198
OTHER N.G.O.s,,83,,,,,,,,,,,,83,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,10026,,2273,,3821,,952,,1392,,98,,18562,
ARRIVALS,,136,,53,,0,,0,,25,,0,,214,
TRANSPORTSTO THE MAINLAND,,0,,3,,0,,0,,0,,1,,4,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
