PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,6977,3000,1499,1014,3209,648,800,860,860,816,,,13345,6338
OTHER ACCOMODATION FACILITIES,,1217,,,,,,124,120,,,,,1341,
"HELLENIC POLICE
FACILITIES",P.D.C.,101,210,,,,,,,113,500,,,214,710
,DETENTION FACILITIES,5,40,25,18,11,24,0,6,4,36,33,63,78,187
U.N.H.C.R.,,559,661,216,248,258,245,85,116,164,189,75,105,1357,1564
N.C.S.S.,,151,158,16,18,6,12,,,,,,,173,188
OTHER N.G.O.s,,337,,,,,,,,,,,,337,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9347,,1756,,3484,,1009,,1141,,108,,16845,
ARRIVALS,,0,,0,,41,,0,,0,,24,,65,
TRANSPORTSTO THE MAINLAND,,9,,27,,18,,5,,3,,1,,63,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
