PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,6938,3000,1625,1014,2882,648,701,860,852,816,,,12998,6338
OTHER ACCOMODATION FACILITIES,,1124,,,,,,95,120,,,,,1219,
"HELLENIC POLICE
FACILITIES",P.D.C.,152,210,,,,,,,65,500,,,217,710
,DETENTION FACILITIES,2,40,18,18,6,24,3,6,1,35,26,63,56,186
U.N.H.C.R.,,527,607,209,248,239,245,98,116,141,161,67,101,1281,1478
N.C.S.S.,,173,180,19,18,8,8,,,,,,,200,206
OTHER N.G.O.s,,92,,,,,,,,,,,,92,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,31,,31,
MIGRANTS PRESENT ON THE ISLAND,,9008,,1871,,3135,,897,,1059,,124,,16094,
ARRIVALS,,110,,47,,0,,0,,12,,0,,169,
TRANSPORTSTO THE MAINLAND,,37,,10,,20,,5,,13,,0,,85,
DEPARTURES(EU-TURKEY STATEMENT),,1,,1,,3,,1,,2,,0,,8,
DEPARTURES (I.O.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,1,,1,,3,,1,,2,,0,,8,
