PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7623,3100,2135,1014,3540,648,803,860,980,816,,,15081,6438
OTHER ACCOMODATION FACILITIES,,1211,,,,,,111,120,,,,,1322,
"HELLENIC POLICE
FACILITIES",P.D.C.,118,210,,,,,,,102,500,,,220,710
,DETENTION FACILITIES,3,40,17,18,14,24,1,6,0,36,46,63,81,187
U.N.H.C.R.,,602,681,195,244,227,240,111,116,154,189,61,105,1350,1575
N.C.S.S.,,159,168,18,18,11,12,,,,,,,188,198
OTHER N.G.O.s,,80,,,,,,,,,,,,80,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9796,,2365,,3792,,1026,,1236,,107,,18322,
ARRIVALS,,61,,40,,0,,0,,14,,0,,115,
TRANSPORTSTO THE MAINLAND,,0,,2,,1,,0,,3,,0,,6,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,6,,0,,0,,0,,6,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,6,,0,,0,,0,,6,
