PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,5466,2330,1649,894,2539,700,607,880,664,772,,,10925,5576
OTHER ACCOMODATION FACILITIES,,1131,,,,,,69,120,,,,,1200,
"HELLENIC POLICE
FACILITIES",P.D.C.,155,210,,,,,,,86,500,,,241,710
,DETENTION FACILITIES,4,40,25,18,28,24,1,6,3,35,19,63,80,186
U.N.H.C.R.,,420,532,224,249,118,143,79,116,97,140,81,87,1019,1267
N.C.S.S.,,139,180,17,18,16,14,,,,,,,172,212
OTHER N.G.O.s,,87,,,,,,,,,,,,87,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,7402,,1915,,2701,,756,,850,,100,,13724,
ARRIVALS,,0,,0,,0,,0,,0,,0,,0,
TRANSPORTSTO THE MAINLAND,,45,,36,,54,,6,,8,,0,,149,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,27,,0,,0,,6,,0,,0,,33,
TOTAL DEPARTURES FROM THE ISLAND,,27,,0,,0,,6,,0,,0,,33,
