PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7583,3100,1908,1014,3613,648,802,860,951,816,,,14857,6438
OTHER ACCOMODATION FACILITIES,,1177,,,,,,116,120,,,,,1293,
"HELLENIC POLICE
FACILITIES",P.D.C.,98,210,,,,,,,102,500,,,200,710
,DETENTION FACILITIES,5,40,22,18,28,24,2,6,0,36,41,63,98,187
U.N.H.C.R.,,591,681,199,248,242,240,111,116,175,189,60,105,1378,1579
N.C.S.S.,,161,168,18,18,11,12,,,,,,,190,198
OTHER N.G.O.s,,90,,,,,,,,,,,,90,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9705,,2147,,3894,,1031,,1228,,101,,18106,
ARRIVALS,,85,,0,,0,,0,,5,,0,,90,
TRANSPORTSTO THE MAINLAND,,41,,29,,4,,0,,3,,0,,77,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (I.O.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
