PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,6827,3000,1435,1014,3184,648,802,860,846,816,,,13094,6338
OTHER ACCOMODATION FACILITIES,,1217,,,,,,124,120,,,,,1341,
"HELLENIC POLICE
FACILITIES",P.D.C.,110,210,,,,,,,117,500,,,227,710
,DETENTION FACILITIES,4,40,23,18,12,24,0,6,3,36,28,63,70,187
U.N.H.C.R.,,551,661,221,248,234,245,81,116,169,189,75,105,1331,1564
N.C.S.S.,,147,157,16,18,8,12,,,,,,,171,187
OTHER N.G.O.s,,337,,,,,,,,,,,,337,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9193,,1695,,3438,,1007,,1135,,103,,16571,
ARRIVALS,,0,,0,,46,,0,,0,,0,,46,
TRANSPORTSTO THE MAINLAND,,49,,13,,46,,3,,10,,0,,121,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
