PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,4861,3000,1299,894,2311,700,547,880,684,772,,,9702,6246
OTHER ACCOMODATION FACILITIES,,1126,,,,,,60,120,,,,,1186,
"HELLENIC POLICE
FACILITIES",P.D.C.,116,210,,,,,,,84,500,,,200,710
,DETENTION FACILITIES,3,40,29,18,16,24,4,6,0,35,16,63,68,186
U.N.H.C.R.,,462,557,216,251,168,170,85,116,116,130,72,95,1119,1319
N.C.S.S.,,170,180,17,18,10,10,,,,,,,197,208
OTHER N.G.O.s,,91,,,,,,,,,,,,91,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,6829,,1561,,2505,,696,,884,,88,,12563,
ARRIVALS,,0,,0,,0,,0,,0,,0,,0,
TRANSPORTSTO THE MAINLAND,,28,,15,,0,,1,,8,,0,,52,
DEPARTURES(EU-TURKEY STATEMENT),,5,,0,,0,,0,,0,,0,,5,
DEPARTURES (1.0.M.),,0,,0,,0,,1,,0,,0,,1,
TOTAL DEPARTURES FROM THE ISLAND,,5,,0,,0,,1,,0,,0,,6,
