PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7141,3000,1615,1014,3561,648,792,860,940,816,,,14049,6338
OTHER ACCOMODATION FACILITIES,,1207,,,,,,118,120,,,,,1325,
"HELLENIC POLICE
FACILITIES",P.D.C.,76,210,,,,,,,115,500,,,191,710
,DETENTION FACILITIES,2,40,26,18,10,24,1,6,1,36,38,63,78,187
U.N.H.C.R.,,597,661,208,248,236,245,95,116,165,189,75,105,1376,1564
N.C.S.S.,,177,198,18,19,5,12,,,,,,,200,229
OTHER N.G.O.s,,342,,,,,,,,,,,,342,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9542,,1867,,3812,,1006,,1221,,113,,17561,
ARRIVALS,,0,,0,,0,,0,,12,,0,,12,
TRANSPORTSTO THE MAINLAND,,84,,5,,13,,0,,0,,6,,108,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
