PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7213,3000,1570,1014,3274,648,800,860,856,816,,,13713,6338
OTHER ACCOMODATION FACILITIES,,1207,,,,,,124,120,,,,,1331,
"HELLENIC POLICE
FACILITIES",P.D.C.,104,210,,,,,,,117,500,,,221,710
,DETENTION FACILITIES,5,40,19,18,5,24,0,6,1,36,42,63,72,187
U.N.H.C.R.,,574,661,208,248,259,245,85,116,170,189,75,105,1371,1564
N.C.S.S.,,174,198,18,18,4,12,,,,,,,196,228
OTHER N.G.O.s,,342,,,,,,,,,,,,342,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,24,,24,
MIGRANTS PRESENT ON THE ISLAND,,9619,,1815,,3542,,1009,,1144,,141,,17270,
ARRIVALS,,8,,0,,0,,0,,0,,40,,48,
TRANSPORTSTO THE MAINLAND,,3,,1,,3,,0,,0,,0,,7,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,7,,0,,0,,0,,0,,7,
TOTAL DEPARTURES FROM THE ISLAND,,0,,7,,0,,0,,0,,0,,7,
