PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7194,3000,1627,1014,3564,648,792,860,938,816,,,14115,6338
OTHER ACCOMODATION FACILITIES,,1207,,,,,,118,120,,,,,1325,
"HELLENIC POLICE
FACILITIES",P.D.C.,75,210,,,,,,,110,500,,,185,710
,DETENTION FACILITIES,0,40,25,18,8,24,1,6,1,36,37,63,72,187
U.N.H.C.R.,,601,661,212,248,236,245,95,116,164,189,75,105,1383,1564
N.C.S.S.,,177,198,18,19,5,12,,,,,,,200,229
OTHER N.G.O.s,,342,,,,,,,,,,,,342,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9596,,1882,,3813,,1006,,1213,,112,,17622,
ARRIVALS,,56,,0,,116,,0,,8,,1,,181,
TRANSPORTSTO THE MAINLAND,,1,,18,,0,,12,,1,,0,,32,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,7,,0,,0,,0,,0,,0,,7,
TOTAL DEPARTURES FROM THE ISLAND,,7,,0,,0,,0,,0,,0,,7,
