PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,6691,3000,1427,1014,2876,648,701,860,867,816,,,12562,6338
OTHER ACCOMODATION FACILITIES,,1149,,,,,,95,120,,,,,1244,
"HELLENIC POLICE
FACILITIES",P.D.C.,122,210,,,,,,,63,500,,,185,710
,DETENTION FACILITIES,3,40,21,18,7,24,6,6,2,35,25,63,64,186
U.N.H.C.R.,,540,607,183,248,221,245,98,116,146,161,67,109,1255,1486
N.C.S.S.,,173,180,19,18,8,8,,,,,,,200,206
OTHER N.G.O.s,,84,,,,,,,,,,,,84,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,8762,,1650,,3112,,900,,1078,,92,,15594,
ARRIVALS,,0,,0,,0,,0,,0,,31,,31,
TRANSPORTSTO THE MAINLAND,,23,,8,,0,,0,,5,,0,,36,
DEPARTURES (EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (I.O.M.),,12,,0,,0,,0,,0,,0,,12,
TOTAL DEPARTURES FROM THE ISLAND,,12,,0,,0,,0,,0,,0,,12,
