PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,4975,3000,1273,894,2355,700,526,880,792,772,,,9921,6246
OTHER ACCOMODATION FACILITIES,,1202,,,,,,60,120,,,,,1262,
"HELLENIC POLICE
FACILITIES",P.D.C.,110,210,,,,,,,84,500,,,194,710
,DETENTION FACILITIES,5,40,22,18,16,24,9,6,0,35,16,63,68,186
U.N.H.C.R.,,470,567,217,251,172,173,85,116,111,130,72,99,1127,1336
N.C.S.S.,,170,180,18,18,12,12,,,,,,,200,210
OTHER N.G.O.s,,84,,,,,,,,,,,,84,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,7016,,1530,,2555,,680,,987,,88,,12856,
ARRIVALS,,0,,0,,0,,0,,0,,0,,0,
TRANSPORTSTO THE MAINLAND,,5,,3,,0,,0,,0,,0,,8,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
