PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,5414,2330,1869,894,2306,700,679,880,711,772,,,10979,5576
OTHER ACCOMODATION FACILITIES,,1059,,,,,,94,120,,,,,1153,
"HELLENIC POLICE
FACILITIES",P.D.C.,152,210,,,,,,,89,500,,,241,710
,DETENTION FACILITIES,4,40,26,18,26,24,4,6,2,35,47,63,109,186
U.N.H.C.R.,,351,497,220,239,84,144,66,80,106,140,81,87,908,1187
N.C.S.S.,,164,180,13,18,15,15,,,,,,,192,213
OTHER N.G.O.s,,89,,,,,,,,,,,,89,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,3,,3,
MIGRANTS PRESENT ON THE ISLAND,,7233,,2128,,2431,,843,,908,,131,,13674,
ARRIVALS,,58,,0,,48,,0,,0,,8,,114,
TRANSPORTSTO THE MAINLAND,,38,,25,,0,,3,,1,,2,,69,
DEPARTURES (EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (I.O.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
