PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,5689,3000,1191,1014,2462,648,642,860,901,816,,,10885,6338
OTHER ACCOMODATION FACILITIES,,1217,,,,,,89,120,,,,,1306,
"HELLENIC POLICE
FACILITIES",P.D.C.,133,210,,,,,,,67,500,,,200,710
,DETENTION FACILITIES,3,40,14,18,11,24,4,6,1,35,28,63,61,186
U.N.H.C.R.,,531,599,201,259,221,235,102,116,135,161,60,99,1250,1469
N.C.S.S.,,175,180,16,18,10,10,,,,,,,201,208
OTHER N.G.O.s,,84,,,,,,,,,,,,84,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,7832,,1422,,2704,,837,,1104,,88,,13987,
ARRIVALS,,0,,0,,0,,0,,11,,0,,11,
TRANSPORTSTO THE MAINLAND,,30,,9,,0,,1,,10,,0,,50,
DEPARTURES (EU-TURKEY STATEMENT),,3,,1,,0,,0,,0,,0,,4,
DEPARTURES (I.O.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,3,,1,,0,,0,,0,,0,,4,
