PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,6891,3000,1442,1014,3110,648,820,860,845,816,,,13108,6338
OTHER ACCOMODATION FACILITIES,,1202,,,,,,124,120,,,,,1326,
"HELLENIC POLICE
FACILITIES",P.D.C.,106,210,,,,,,,116,500,,,222,710
,DETENTION FACILITIES,3,40,23,18,7,24,1,6,2,36,50,63,86,187
U.N.H.C.R.,,551,661,220,248,248,245,91,116,170,189,71,105,1351,1564
N.C.S.S.,,147,157,16,18,8,12,,,,,,,171,187
OTHER N.G.O.s,,396,,,,,,,,,,,,396,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9296,,1701,,3373,,1036,,1133,,121,,16660,
ARRIVALS,,88,,0,,0,,0,,0,,48,,136,
TRANSPORTSTO THE MAINLAND,,42,,6,,0,,0,,5,,0,,53,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
