PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7291,3000,1570,1014,2908,648,710,860,874,816,,,13353,6338
OTHER ACCOMODATION FACILITIES,,1161,,,,,,111,120,,,,,1272,
"HELLENIC POLICE
FACILITIES",P.D.C.,141,210,,,,,,,64,500,,,205,710
,DETENTION FACILITIES,3,40,16,18,8,24,4,6,1,35,27,63,59,186
U.N.H.C.R.,,533,621,210,248,238,245,83,116,142,161,65,101,1271,1492
N.C.S.S.,,173,180,19,18,8,8,,,,,,,200,206
OTHER N.G.O.s,,92,,,,,,,,,,,,92,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9394,,1815,,3162,,908,,1081,,92,,16452,
ARRIVALS,,102,,4,,0,,0,,12,,1,,119,
TRANSPORTSTO THE MAINLAND,,49,,4,,0,,0,,6,,1,,60,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (I.O.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
