PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,5295,3000,1232,1014,2508,648,562,860,863,816,,,10460,6338
OTHER ACCOMODATION FACILITIES,,1167,,,,,,89,120,,,,,1256,
"HELLENIC POLICE
FACILITIES",P.D.C.,113,210,,,,,,,73,500,,,186,710
,DETENTION FACILITIES,12,40,14,18,14,24,3,6,1,35,54,68,98,191
U.N.H.C.R.,,492,599,210,273,192,235,99,116,142,161,65,99,1200,1483
N.C.S.S.,,173,180,16,18,12,12,,,,,,,201,210
OTHER N.G.O.s,,84,,,,,,,,,,,,84,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,7336,,1472,,2726,,753,,1079,,119,,13485,
ARRIVALS,,52,,0,,0,,0,,38,,63,,153,
TRANSPORTSTO THE MAINLAND,,6,,3,,0,,0,,0,,0,,9,
DEPARTURES (EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,7,,0,,0,,0,,0,,7,
TOTAL DEPARTURES FROM THE ISLAND,,0,,7,,0,,0,,0,,0,,7,
