PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,5005,3000,1274,894,2352,700,532,880,767,772,,,9930,6246
OTHER ACCOMODATION FACILITIES,,1202,,,,,,60,120,,,,,1262,
"HELLENIC POLICE
FACILITIES",P.D.C.,108,210,,,,,,,88,500,,,196,710
,DETENTION FACILITIES,4,40,24,18,19,24,5,6,1,35,18,63,71,186
U.N.H.C.R.,,478,567,217,251,172,173,85,116,120,130,72,99,1144,1336
N.C.S.S.,,170,180,18,18,12,12,,,,,,,200,210
OTHER N.G.O.s,,84,,,,,,,,,,,,84,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,7051,,1533,,2555,,682,,976,,90,,12887,
ARRIVALS,,0,,0,,0,,0,,0,,0,,0,
TRANSPORTSTO THE MAINLAND,,0,,0,,0,,0,,0,,0,,0,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
