PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,8362,3100,2185,1014,3892,648,698,860,1220,816,,,16357,6438
OTHER ACCOMODATION FACILITIES,,1204,,,,,,90,120,,,,,1294,
"HELLENIC POLICE
FACILITIES",P.D.C.,102,210,,,,,,,142,500,,,244,710
,DETENTION FACILITIES,4,40,17,18,10,24,5,6,3,36,22,63,61,187
U.N.H.C.R.,,623,677,220,250,218,227,103,116,162,189,67,105,1393,1564
N.C.S.S.,,145,160,18,18,8,12,,,,,,,171,190
OTHER N.G.O.s,,87,,,,,,,,,,,,87,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,10,,10,
MIGRANTS PRESENT ON THE ISLAND,,10527,,2440,,4128,,896,,1527,,99,,19617,
ARRIVALS,,52,,3,,30,,0,,16,,0,,101,
TRANSPORTSTO THE MAINLAND,,66,,11,,6,,53,,32,,0,,168,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
