PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7469,3100,2092,1014,3549,648,792,860,960,816,,,14862,6438
OTHER ACCOMODATION FACILITIES,,1211,,,,,,111,120,,,,,1322,
"HELLENIC POLICE
FACILITIES",P.D.C.,118,210,,,,,,,105,500,,,223,710
,DETENTION FACILITIES,5,40,15,18,15,24,1,6,4,36,45,68,85,192
U.N.H.C.R.,,603,681,195,244,227,240,111,116,154,189,61,105,1351,1575
N.C.S.S.,,159,168,18,18,11,12,,,,,,,188,198
OTHER N.G.O.s,,80,,,,,,,,,,,,80,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9645,,2320,,3802,,1015,,1223,,106,,18111,
ARRIVALS,,81,,0,,0,,0,,25,,13,,119,
TRANSPORTSTO THE MAINLAND,,68,,27,,1,,18,,0,,20,,134,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
