PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,4858,3000,1297,894,2347,700,540,880,685,772,,,9727,6246
OTHER ACCOMODATION FACILITIES,,1152,,,,,,60,120,,,,,1212,
"HELLENIC POLICE
FACILITIES",P.D.C.,97,210,,,,,,,94,500,,,191,710
,DETENTION FACILITIES,3,40,30,18,21,24,4,6,0,35,17,63,75,186
U.N.H.C.R.,,461,557,216,251,157,170,85,116,119,130,72,95,1110,1319
N.C.S.S.,,170,180,17,18,10,10,,,,,,,197,208
OTHER N.G.O.s,,84,,,,,,,,,,,,84,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,6825,,1560,,2535,,689,,898,,89,,12596,
ARRIVALS,,52,,0,,0,,0,,0,,0,,52,
TRANSPORTSTO THE MAINLAND,,0,,0,,0,,0,,0,,0,,0,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
