PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7194,3000,1605,1014,3386,648,800,860,885,816,,,13870,6338
OTHER ACCOMODATION FACILITIES,,1207,,,,,,124,120,,,,,1331,
"HELLENIC POLICE
FACILITIES",P.D.C.,87,210,,,,,,,115,500,,,202,710
,DETENTION FACILITIES,3,40,23,18,7,24,0,6,0,36,35,63,68,187
U.N.H.C.R.,,582,649,205,248,260,245,85,116,169,189,75,105,1376,1552
N.C.S.S.,,174,198,18,18,4,12,,,,,,,196,228
OTHER N.G.O.s,,342,,,,,,,,,,,,342,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,0,,0,
MIGRANTS PRESENT ON THE ISLAND,,9589,,1851,,3657,,1009,,1169,,110,,17385,
ARRIVALS,,0,,0,,48,,0,,27,,35,,110,
TRANSPORTSTO THE MAINLAND,,63,,7,,11,,0,,1,,0,,82,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,0,,0,,0,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,0,,0,,0,
