PLACE/LOCATION,,LESVOS,,CHIOS,,SAMOS,,LEROS,,KOS,,OTHER ISLANDS,,TOTAL,
,,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.,OCC.,CAP.
R.I.C.,,7352,3000,1643,1014,2916,648,726,860,853,816,,,13490,6338
OTHER ACCOMODATION FACILITIES,,1124,,,,,,95,120,,,,,1219,
"HELLENIC POLICE
FACILITIES",P.D.C.,142,210,,,,,,,61,500,,,203,710
,DETENTION FACILITIES,2,40,16,18,7,24,4,6,3,35,25,63,57,186
U.N.H.C.R.,,524,607,210,248,239,245,98,116,141,161,61,101,1273,1478
N.C.S.S.,,173,180,19,18,8,8,,,,,,,200,206
OTHER N.G.O.s,,92,,,,,,,,,,,,92,
MAKESHIFT CAMPS,,0,,0,,0,,0,,0,,31,,31,
MIGRANTS PRESENT ON THE ISLAND,,9409,,1888,,3170,,923,,1058,,117,,16565,
ARRIVALS,,257,,0,,0,,0,,0,,0,,257,
TRANSPORTSTO THE MAINLAND,,2,,5,,6,,10,,4,,0,,27,
DEPARTURES(EU-TURKEY STATEMENT),,0,,0,,0,,0,,0,,0,,0,
DEPARTURES (1.0.M.),,0,,0,,0,,0,,4,,0,,4,
TOTAL DEPARTURES FROM THE ISLAND,,0,,0,,0,,0,,4,,0,,4,
